,1958,1959,1960,1961,1962,1963,1964,1965,1966,1967,1968,1969,1970,1971,1972,1973,1974,1975,1976,1977,1978,1979,1980,1981,1982,1983,1984,1985,1986,1987,1988,1989,1990,1991,1992,1993,1994,1995,1996,1997,1998,1999,2000,2001,2002,2003,2004,2005,2006,2007,2008,2009,2010,2011,2012,2013,2014,2015,2016
19-Jul,1720,,,,1050,1530,62,329,59,151,969,1630,49,1020,1600,1090,2060,1080,1650,1150,1670,1320,1600,955,1796,1575,164,1746,378,1129,471,1663,855,987,454,822,893,1645,1148,1047,1053,1034,407,1023,769,1077,533,533,943,499,954,228,461,493,547,3300,742,211,
20-Jul,1680,,,,1030,1000,749,393,265,64,1500,67,1270,665,1730,1540,1340,67,1450,961,1600,1460,1060,1680,1832,1897,162,1418,412,1349,437,1641,946,529,1376,1081,942,1656,573,989,1593,968,427,1002,469,1114,511,522,890,563,226,540,486,497,546,3277,234,629,
21-Jul,1360,,,,170,64,1480,301,221,95,65,1550,57,1080,1880,1050,1330,1380,1490,929,1570,55,1390,1550,1747,1465,166,1473,631,1410,412,1578,839,454,1357,1066,928,1594,573,1498,1524,988,407,432,125,1400,533,538,519,738,540,542,476,500,734,3305,549,789,
22-Jul,816,,,,183,892,1360,237,1290,63,1860,1660,44,494,1890,1020,1610,1130,1500,480,1490,1130,1220,1560,1092,2080,175,1746,565,1378,412,939,613,1327,1386,1108,942,899,1799,1456,1484,968,432,279,858,1123,470,537,719,131,573,545,480,495,238,3355,548,519,
23-Jul,678,,,,1690,1050,1220,297,59,64,1780,909,197,473,1160,1380,1300,1460,1910,61,66,1860,1280,546,1207,1863,175,1746,694,1423,471,654,381,1406,1345,1108,620,888,1812,1379,1559,928,125,1023,688,880,525,765,196,448,548,543,450,734,561,3288,553,512,
24-Jul,1410,,,,1110,338,1330,616,58,1190,1830,62,0,53,1170,1130,1420,1580,2590,173,1140,1930,1450,600,476,1338,441,1817,1077,1417,471,1720,791,1032,1386,704,508,1286,1846,1489,1236,700,432,1041,460,868,841,345,839,451,537,540,694,226,575,3306,551,516,
25-Jul,639,,,,604,1490,65,177,873,632,1790,57,36,53,1660,1440,1320,1390,1450,1120,1180,2120,1450,308,442,1809,630,624,1087,1326,471,1861,702,785,454,681,840,1289,1846,1550,732,705,432,1079,451,840,229,590,910,513,518,757,217,505,552,3371,545,709,
26-Jul,1230,,,,1220,1310,62,1210,1740,879,1810,57,30,598,1430,1380,1430,1060,1810,731,448,2080,1040,278,1013,1870,772,535,506,834,486,1809,1027,816,454,948,840,1333,1846,1228,671,1346,711,1065,489,806,855,536,944,447,731,668,471,498,549,2305,721,190,
27-Jul,1450,,,,1160,1700,698,1350,73,689,1430,57,950,694,1420,927,1250,725,1690,894,909,2330,705,1730,1207,2164,56,353,363,1071,531,1836,1066,464,1386,948,840,1440,549,1053,1749,1339,858,1065,462,806,540,535,921,432,228,792,468,492,549,901,232,527,
28-Jul,1880,,,,63,66,354,1290,1390,1600,68,1510,2180,878,1170,1040,1240,1400,1390,316,864,2130,1300,1650,1164,2072,175,313,631,1162,566,1734,1092,454,1394,948,806,1416,526,1481,1835,1331,1093,488,125,1149,536,530,873,671,547,754,471,475,737,843,547,525,
29-Jul,1410,,,,63,764,244,517,236,698,1620,896,1950,409,972,142,1580,1540,1520,409,276,2190,1370,1290,1142,2238,175,798,562,999,471,1063,370,964,1399,948,713,816,668,1221,1912,1325,1378,125,441,1173,520,533,694,229,546,780,471,535,329,1207,551,527,
30-Jul,1400,,,,1100,1170,541,1140,175,64,1840,1570,1980,951,59,1200,1290,1410,699,833,69,1870,1690,60,1129,1883,625,847,658,1628,435,977,1200,454,1401,948,514,836,641,1278,1883,1323,125,125,318,1067,533,726,227,512,539,801,479,710,543,1264,570,427,
31-Jul,990,,,,1160,1330,1130,69,63,1340,1710,1430,1770,257,872,1230,378,1070,403,112,1520,2130,1360,727,245,1297,600,1045,607,1447,548,1882,1175,395,1414,916,120,1671,652,1288,1850,864,1877,1504,469,898,737,341,791,669,540,545,696,237,554,1411,554,416,
1-Aug,1290,,,,992,1770,769,79,1700,1440,1730,1520,1890,59,1020,922,1600,1060,62,160,1630,1560,1520,216,415,1941,649,1194,629,793,412,1789,1175,699,466,948,573,1678,632,1326,450,877,1932,494,395,942,278,740,740,769,525,754,214,862,554,1384,552,684,
2-Aug,988,,,,972,1730,1200,591,1890,682,1730,496,1200,855,968,1390,2770,706,234,53,1570,1480,754,244,1664,2203,559,1077,412,899,471,1633,1183,1013,454,1780,498,1266,691,774,309,1078,1444,942,1059,619,733,686,746,754,744,227,455,494,552,1300,734,211,
3-Aug,198,,,,1960,946,1780,1140,1980,1290,1360,60,1950,730,1060,51,1820,84,806,53,1620,1420,133,706,1955,2194,649,268,440,1124,471,1518,1104,764,925,1606,573,1273,621,632,1016,1008,1249,1288,854,792,566,680,802,909,231,543,452,520,555,1163,296,880,
4-Aug,1380,,,,1580,412,1640,1130,2230,975,112,1410,1830,202,1220,42,999,1570,1050,82,1150,1440,844,586,1984,2138,258,268,675,1126,471,1639,398,747,976,1600,573,1300,186,1232,1091,1097,1494,432,904,1033,543,727,850,805,547,539,449,577,736,977,468,956,
5-Aug,2290,,,,650,1290,251,1060,2030,225,1720,1440,2100,200,844,42,641,1150,1400,427,148,1360,807,1380,1905,2134,187,862,590,758,471,548,56,877,964,1608,570,851,642,1307,1091,1139,1407,371,1042,1052,604,610,729,382,543,544,451,584,235,976,501,500,
6-Aug,886,,,,1470,1510,1470,1360,1050,64,1830,1450,2000,56,61,837,1490,1030,1100,47,65,1780,1330,716,1765,1986,1015,820,571,809,412,519,1258,889,966,1600,514,878,800,1327,1091,1108,1065,1110,846,1094,544,726,227,654,542,543,530,708,778,987,448,498,
7-Aug,899,,,,1070,1330,1750,1140,63,361,1870,1560,1960,56,936,667,1360,167,713,82,1460,1690,1540,387,127,1414,874,1681,915,893,353,1158,936,1415,1008,786,512,853,725,1327,1066,678,2141,1110,542,1033,792,226,1130,659,541,541,686,234,951,1080,467,717,
8-Aug,532,,,,448,1130,1590,61,1900,473,1810,1820,645,56,1220,1250,1470,486,548,471,1310,1980,1600,214,56,2095,1054,1659,920,795,412,405,887,1458,466,570,900,946,725,927,292,678,1928,1082,577,1090,290,1028,1106,605,534,818,212,1093,1150,1044,451,717,
9-Aug,950,,,,1580,925,345,992,979,403,1890,1960,57,300,1070,1160,1410,130,393,305,1500,1760,1470,154,1349,2208,1054,1688,590,718,412,584,879,1473,710,1016,681,1223,751,666,244,735,889,1153,457,855,989,719,1012,637,721,230,563,1172,814,776,646,509,
10-Aug,758,,,,1440,140,1510,1730,960,414,1210,100,1390,350,892,1170,1280,61,1290,522,1470,2060,1370,682,1369,2268,1013,1174,412,759,412,115,803,637,1315,1008,692,1047,662,621,1501,708,1335,1229,456,902,505,535,1038,722,224,783,476,1193,721,810,194,1622,
11-Aug,1070,,,,520,83,79,1750,843,421,79,1110,109,530,1170,637,902,1560,1550,356,1510,1820,1720,672,1261,2251,274,1212,783,788,471,1059,381,454,1008,1108,681,908,649,715,1127,805,908,555,628,1147,500,527,1071,624,537,809,476,1346,736,433,769,1670,
12-Aug,598,,,,324,1410,569,1730,897,75,1680,1080,1250,410,646,39,1740,1910,1790,268,998,1330,1480,1430,1432,1733,175,1058,749,716,471,839,56,838,973,1108,1001,562,1221,1092,1138,800,743,543,786,1194,514,795,741,132,537,753,484,1199,235,1223,637,1769,
13-Aug,1620,,,,1370,704,64,1680,58,55,1690,1460,790,430,628,857,2160,1790,1410,308,66,1390,598,1650,1250,172,1023,999,765,1073,471,795,1366,942,1005,1066,573,454,1241,1071,1187,762,849,405,808,1072,648,714,286,592,539,750,494,686,940,1196,477,1429,
14-Aug,1520,,,,849,76,64,2020,58,1710,1790,1450,1410,56,1340,794,1730,1740,1330,357,1450,1160,671,1990,460,220,989,1419,763,994,471,1552,1003,814,1014,454,228,751,1290,1000,1187,614,1530,1314,822,912,822,222,969,722,539,753,660,317,932,1297,512,1318,
15-Aug,184,,,,1290,603,62,1800,862,869,1910,1380,1400,56,1280,1050,1610,1900,700,1610,1550,1130,606,897,56,1911,1070,1476,661,617,512,1583,821,782,466,346,893,670,1298,1064,555,617,1471,1973,436,1320,223,830,1002,663,537,757,214,1029,1037,1400,450,1120,
16-Aug,76,,,,902,496,534,1930,945,1040,1740,62,61,450,1430,1220,1730,1330,1330,764,1490,1420,184,149,1303,1810,957,966,602,640,412,1582,1117,814,429,429,893,740,1083,681,513,740,1407,2028,541,889,680,802,874,703,730,548,721,1126,841,1612,644,1075,
17-Aug,244,,,,588,707,1480,1840,990,730,1540,60,908,380,1440,1440,1360,53,1190,635,1590,1870,144,59,1273,2191,1011,353,649,808,471,1650,1115,622,915,482,1543,622,490,977,1075,740,1346,2011,407,909,845,800,889,637,222,1344,706,1123,738,1707,172,1196,
18-Aug,267,,,,66,414,2470,1930,966,1320,237,1050,1400,480,1830,768,1580,1070,1290,842,1710,1420,385,366,1285,2091,293,293,826,708,471,1668,589,454,480,429,2345,692,672,1296,955,740,781,967,125,1403,1440,785,744,629,578,1209,815,1181,742,1642,1199,761,
19-Aug,766,,,,196,893,1750,1750,99,471,1840,1510,1250,800,2020,48,1600,1590,1530,533,1680,1010,824,55,1176,1900,168,950,756,471,471,753,629,884,454,417,2417,573,1505,1302,1056,820,741,1038,843,1469,1528,681,717,704,562,1173,513,1170,236,1062,941,662,
20-Aug,773,,,,1120,1320,1310,1860,19,60,1820,1490,1160,1200,1070,1230,2070,1610,1460,60,966,1660,1290,53,1155,1849,941,1024,738,530,471,829,1367,798,466,419,2440,454,1503,857,1056,751,871,1020,877,1305,1186,694,293,637,597,1188,452,734,1144,1059,852,638,
21-Aug,719,,,,1490,933,1600,1280,26,896,1850,1490,1120,160,1940,705,2040,1890,1200,52,1680,1830,638,53,436,870,1730,1045,720,1463,471,1633,1419,803,454,448,2440,740,1522,886,1092,432,1914,1943,432,1471,783,346,1251,511,538,542,662,339,1205,1068,989,564,
22-Aug,1330,,,,1480,1470,61,85,1610,939,2030,1490,462,40,2170,619,1820,1790,147,579,1630,1870,676,53,56,1882,1778,989,761,161,412,1652,817,922,454,454,2440,740,1558,541,1186,371,1445,1440,684,1143,224,779,1122,570,526,758,217,1033,1260,997,931,721,
23-Aug,1290,,,,1520,792,98,1730,1530,1010,2320,59,59,56,2280,1030,1670,1600,1350,64,1290,1660,89,53,845,2203,1779,980,590,113,352,1639,1442,926,454,454,2280,967,1580,573,777,432,958,1418,677,907,1105,561,1070,547,717,239,893,987,1228,1008,711,226,
24-Aug,897,,,,1550,925,1640,1760,861,1110,1770,56,380,1740,1980,1540,1500,1670,1620,463,1760,1730,143,664,927,2343,1826,649,590,1001,335,1615,418,454,671,454,2440,967,608,356,1406,621,866,1130,621,912,1000,650,887,597,226,1169,544,1184,1210,890,342,999,
25-Aug,899,,,,976,688,433,1770,744,581,1790,1520,691,250,1860,1530,1620,1680,1840,454,1450,1270,765,367,991,2291,1433,643,726,841,352,1546,1345,454,738,1356,2357,967,632,785,915,970,1298,1474,125,1257,957,611,822,633,668,1192,601,1127,739,237,1214,957,
26-Aug,269,,,,70,1060,1620,1820,841,61,2200,1380,623,63,1270,1530,1720,1660,1630,396,1610,59,561,721,967,2155,1177,1295,768,699,352,1161,1383,917,773,1437,2333,789,1321,1024,906,920,494,1242,529,1418,1052,874,731,649,542,1244,530,828,236,872,1055,1057,
27-Aug,334,,,,1950,1980,1460,1720,58,61,1950,1380,1600,63,59,1810,1520,1640,1380,57,65,1690,743,267,939,908,1558,1260,768,720,352,1242,1307,901,631,1458,1376,849,1317,1354,1029,896,125,1455,504,1192,1137,817,228,707,538,1216,492,731,1296,860,1124,936,
28-Aug,1230,,,,1880,1970,766,59,58,284,777,1350,1680,63,1310,2590,938,1430,135,55,1620,1700,580,556,56,185,1792,1207,644,619,352,1676,1541,874,776,725,1386,908,1392,1629,981,749,968,1635,607,1285,1024,228,1064,703,867,1135,705,228,1268,757,1364,985,
29-Aug,1530,,,,1880,598,695,57,833,541,867,1690,1400,63,1220,3190,744,1240,127,891,990,1930,243,127,115,1906,1984,1208,690,576,293,1417,976,912,465,672,1386,845,1344,1475,827,399,907,1553,507,1220,227,828,1100,658,817,1037,215,497,1282,782,1044,1045,
30-Aug,908,,,,1830,1290,448,1820,762,530,957,1300,930,920,1250,2900,748,1350,1070,552,754,1750,55,229,989,1481,1797,1201,471,637,175,1634,1022,869,465,654,1386,967,1341,1133,677,845,839,1890,501,860,1454,531,843,723,935,446,1153,491,1338,756,795,794,
31-Aug,1470,,,,816,228,653,1320,2020,666,58,89,1730,520,1280,1730,604,648,674,796,741,1240,275,674,924,1449,1863,1294,353,553,234,1568,1024,454,719,682,1219,967,681,287,738,828,870,2059,528,571,1803,630,848,751,229,1204,1168,492,1288,781,349,936,
1-Sep,850,,,,922,62,105,732,1380,60,58,56,1660,690,1210,1090,1120,1690,1460,433,867,1360,718,56,175,1145,1002,1177,543,643,234,1657,1091,454,697,654,1274,967,524,448,1016,890,632,514,125,836,1448,745,1024,698,558,1137,1128,490,967,610,547,916,
2-Sep,900,,,,700,1270,454,1490,1370,59,58,1610,1460,690,56,49,923,1560,1040,228,31,53,647,51,1021,909,483,175,441,649,330,1218,1102,454,732,514,1148,799,573,1018,1016,938,432,125,531,1258,583,708,720,129,839,1084,1050,538,238,963,238,873,
3-Sep,1160,,,,2040,2020,620,812,1790,58,480,580,1510,678,53,185,1140,1660,1470,415,29,1360,1320,50,815,313,530,661,411,658,261,622,742,454,677,614,681,797,1147,771,617,890,125,494,483,962,532,701,349,436,709,1174,1044,745,555,1015,518,705,
4-Sep,2460,,,,1720,1760,765,52,58,84,53,1210,1350,121,108,1120,1340,1640,1590,150,66,1780,680,583,655,175,1116,605,352,696,222,542,1025,817,682,454,681,799,1135,759,824,742,678,629,502,707,907,539,778,127,780,1085,760,230,674,1629,524,925,
5-Sep,2270,,,,816,1590,824,51,58,1240,1120,1620,60,62,693,637,1320,1170,57,120,837,1660,674,873,459,158,847,666,340,590,224,1136,1278,383,465,168,681,800,120,713,740,684,764,845,521,1159,860,719,400,132,743,1080,203,520,756,1482,722,898,
6-Sep,2080,,,,1350,792,316,605,982,1130,94,1670,253,60,615,37,1700,96,416,591,882,1920,801,132,790,1557,1218,742,346,649,166,1126,1203,453,465,406,740,789,972,424,678,706,488,1051,529,672,615,136,826,265,666,973,448,227,716,1484,610,853,
7-Sep,81,,,,1250,59,639,1650,619,823,28,587,1380,574,752,245,1130,234,1560,821,837,1860,632,117,1186,1842,1035,352,352,649,185,1060,1152,454,465,443,824,800,919,406,673,914,424,2024,537,398,225,597,347,265,464,673,207,225,825,1165,356,859,
8-Sep,996,,,,69,56,643,1380,738,61,36,947,1720,719,773,37,61,1420,1460,951,686,1410,1260,63,1186,1690,293,595,412,792,156,902,1231,346,677,381,846,725,911,957,591,1043,125,1004,125,969,228,489,347,507,963,228,208,231,740,234,836,226,
9-Sep,864,,,,264,383,492,1650,685,59,599,1230,1540,850,1180,36,1480,1750,1650,1590,850,54,1130,581,1157,1592,270,897,412,276,166,718,784,287,647,406,1360,740,1328,821,740,1001,178,711,377,1025,2130,346,761,194,882,226,207,232,227,271,798,330,
10-Sep,456,,,,1990,134,525,844,798,57,56,57,235,780,56,1640,1680,1080,243,914,1030,1700,557,698,903,784,1085,848,605,522,176,628,1177,388,698,357,794,740,1471,946,678,432,494,1980,125,893,1889,540,877,195,822,227,203,496,181,270,844,356,
11-Sep,90,,,,1830,1210,712,769,1080,1030,429,51,326,67,1170,623,1680,1020,250,61,766,1830,492,680,690,844,1793,872,115,234,185,1041,969,215,696,465,806,849,1156,946,678,432,1636,1498,125,559,1469,231,223,200,873,228,461,233,170,264,938,389,
12-Sep,553,,,,1530,1640,1030,59,285,976,326,50,1080,710,1200,280,1870,134,173,70,359,1760,587,53,56,2278,1556,838,98,234,275,1058,598,321,477,228,1160,984,1110,946,740,432,887,877,125,650,1429,518,224,217,776,543,204,420,165,264,925,548,
13-Sep,252,,,,2020,386,154,1110,63,1480,620,70,905,403,1590,43,1350,49,1870,48,937,1190,1190,203,547,2263,1468,412,56,293,298,762,470,713,513,179,1200,832,1292,406,432,702,783,955,125,727,2324,625,816,200,579,226,213,604,170,1068,551,234,
14-Sep,422,,,,1270,207,96,1660,61,1300,71,134,1960,944,1620,207,475,47,1810,49,854,1280,814,589,1322,2111,1439,115,98,479,352,750,533,1117,622,228,1232,799,346,406,1503,702,715,732,588,757,3266,620,1730,182,224,226,208,297,192,1205,363,234,
15-Sep,1310,,,,64,59,496,1210,61,802,52,164,2030,1120,1670,72,41,450,2050,48,695,67,873,1430,1667,2302,1172,56,98,596,293,633,56,1139,1346,120,1225,708,395,888,1714,552,594,125,200,1063,3288,628,826,441,778,422,206,314,613,276,761,234,
16-Sep,114,,,,136,88,1170,1650,61,58,431,131,2120,766,255,37,1200,742,1030,672,819,41,638,670,1741,2349,1041,257,56,471,305,412,56,1161,1371,120,1220,179,911,884,1654,751,125,125,125,1017,3167,620,728,133,820,370,212,406,301,377,776,235,
17-Sep,821,,,,450,55,176,1650,61,57,505,89,1820,847,51,39,1060,583,1070,861,667,1600,50,656,1669,1685,1199,881,115,525,322,400,400,1149,1398,120,434,168,1088,864,1381,371,125,754,195,980,1234,515,914,135,1015,415,209,493,258,234,596,235,
18-Sep,1510,,,,952,55,224,648,61,1090,503,75,2240,239,48,34,1280,621,545,62,1000,1980,242,647,270,876,1082,1301,115,519,234,964,334,822,1379,400,423,862,1034,513,1413,612,125,1299,756,1038,2199,417,822,140,1095,416,484,229,291,256,235,236,
19-Sep,130,,,,287,55,1090,304,197,1350,50,98,1620,61,41,34,1530,920,505,851,1000,1900,973,160,56,1930,981,1342,115,531,115,929,821,287,514,180,966,707,1101,169,1043,661,125,691,125,1685,3088,636,276,141,1050,542,208,390,409,1214,236,547,
20-Sep,70,,,,328,55,55,1700,53,1280,294,73,458,1500,42,33,1280,94,1040,874,1060,1930,224,46,471,2065,1002,251,412,531,115,921,1542,346,514,120,980,661,969,146,1028,740,526,834,848,233,3100,599,220,140,615,225,211,375,396,1596,612,233,
21-Sep,70,,,,1040,56,1550,1220,51,1330,162,73,2120,1260,38,34,810,41,642,905,921,1460,217,696,624,2247,946,192,412,454,115,954,1401,287,696,120,929,625,228,146,1223,678,371,2051,613,232,3172,754,223,205,224,417,225,394,434,1214,234,234,
22-Sep,1470,,,,60,56,897,914,51,1420,51,74,1790,1300,387,37,70,38,193,1070,505,1610,1060,972,732,2248,294,131,542,453,115,56,56,217,1333,120,1054,631,228,146,1245,678,125,1250,125,1491,3080,824,222,457,1112,419,206,496,544,236,422,235,
23-Sep,1920,,,,59,55,124,1540,51,60,1260,74,1390,1360,43,37,1130,81,213,331,179,70,598,671,668,1170,121,638,483,454,115,352,56,228,761,395,1014,395,1130,710,248,678,125,735,125,677,3203,749,594,197,1273,418,207,543,231,240,622,235,
24-Sep,2080,,,,818,57,848,56,51,56,1360,75,1150,1220,42,800,1110,37,214,259,163,1860,55,720,601,802,127,234,483,471,115,301,56,298,731,168,496,395,1226,954,125,637,125,1886,207,256,3170,537,220,634,1234,428,213,491,494,233,235,299,
25-Sep,2920,,,,1920,78,435,54,51,877,315,75,954,692,932,41,2520,37,425,52,919,1810,47,616,162,507,174,287,341,601,56,1430,56,238,754,297,538,586,1077,1019,125,371,125,1534,328,125,1509,282,221,724,694,418,473,224,678,221,235,227,
26-Sep,2960,,,,1090,89,200,508,370,1060,273,75,389,348,469,325,1180,37,86,419,390,1870,46,187,56,1045,192,707,507,530,56,879,56,276,459,179,952,582,1257,723,125,309,678,187,125,125,2637,1733,223,297,1231,547,215,228,631,1247,235,606,
27-Sep,977,,,,1220,89,1310,342,1410,1220,312,75,145,665,617,625,1020,37,785,1210,669,1950,46,48,678,1047,221,507,471,352,115,998,56,238,392,416,914,471,1111,454,985,657,125,248,125,125,1704,1059,223,629,577,302,207,234,646,1582,611,228,
28-Sep,738,,,,1010,91,57,733,603,1320,55,75,51,1580,1440,700,115,38,542,182,747,1960,46,1210,606,1041,145,218,471,571,109,968,514,340,682,359,963,549,417,454,1040,677,125,125,535,450,1890,851,221,442,225,1061,207,299,630,1153,234,267,
29-Sep,662,,,,1070,89,54,469,369,1200,54,75,534,1790,45,56,30,387,601,58,575,58,46,772,588,1124,56,133,434,471,138,1574,56,299,737,438,893,542,573,918,125,701,125,125,164,2051,1810,227,222,415,1162,1171,214,293,558,239,234,226,
30-Sep,1230,,,,187,89,201,727,63,629,52,57,764,1300,13,56,458,311,272,54,290,1510,309,707,571,1098,151,595,303,483,109,1470,56,1216,677,346,974,395,1152,1001,125,125,125,125,125,1781,1932,351,529,162,803,1057,209,307,224,241,235,231,
1-Oct,1460,,,,715,89,54,497,1300,70,710,76,496,1240,13,1220,1060,37,484,509,49,1910,578,653,476,626,530,1272,459,471,109,946,56,875,657,311,465,346,1280,983,219,309,125,125,1460,262,1085,636,224,195,685,876,215,550,187,241,235,1422,
2-Oct,820,,,,1450,87,54,55,120,1060,765,1050,1280,477,12,1570,1580,497,288,49,860,1780,499,564,175,297,454,293,471,471,109,1526,56,183,680,179,454,168,1611,876,125,371,982,1097,1007,223,945,407,288,191,797,638,505,231,185,241,252,1566,
3-Oct,594,,,,797,89,54,55,1280,941,484,1730,58,563,12,1110,2460,476,39,186,383,2130,282,102,56,940,412,309,471,454,151,1610,56,187,514,189,473,406,1238,461,125,371,624,1553,1480,228,970,883,219,226,671,547,212,302,183,869,235,932,
4-Oct,1490,,,,212,133,54,925,1840,878,53,1040,49,1690,19,1410,1570,48,501,1830,635,1920,98,140,56,1172,541,449,471,436,162,1502,56,353,503,903,281,168,1212,454,186,817,1297,325,1456,228,1217,1389,239,160,540,227,208,287,189,1093,597,504,
5-Oct,1480,,,,555,318,207,978,1580,854,405,48,1350,1020,28,1160,40,45,650,753,166,2050,223,746,322,1085,506,301,471,471,175,1530,56,147,967,981,249,130,215,416,125,829,626,125,372,286,1077,1769,278,144,223,737,205,295,174,1631,235,1015,
6-Oct,1450,,,,240,57,214,897,1230,454,54,1340,1050,921,93,83,35,33,623,77,282,1700,719,646,56,1090,138,42,471,471,175,1349,56,143,908,944,461,395,120,1598,186,731,125,125,125,360,1033,1688,273,417,665,735,268,295,514,1565,235,923,
7-Oct,81,,,,62,876,427,547,59,108,50,1090,64,804,38,51,980,194,900,46,615,741,654,746,217,1124,187,1426,476,597,175,1458,56,109,849,956,902,800,1382,1281,397,1255,125,125,125,1819,1626,348,527,133,1205,594,210,285,284,1563,235,919,
8-Oct,68,,,,891,712,845,568,58,58,49,1560,621,581,38,49,740,317,900,38,240,1900,529,646,377,195,590,293,356,554,56,1433,115,130,754,945,465,967,1375,1708,270,589,242,161,283,1800,401,539,219,198,1236,227,205,492,447,1534,236,955,
9-Oct,67,,,,409,506,1340,536,58,784,48,1990,524,535,37,109,835,284,950,40,591,1960,823,535,56,109,559,175,490,471,56,1466,792,120,859,183,287,1775,1369,692,125,309,1303,125,201,1829,456,287,218,188,1018,258,500,232,700,1553,236,848,
10-Oct,1390,,,,775,814,404,176,752,949,47,1940,690,528,33,1630,941,63,56,652,328,1720,607,159,56,1674,566,300,448,432,56,1365,115,125,514,165,502,1833,1325,640,125,338,969,199,773,1376,282,653,223,193,810,508,207,312,774,1535,235,734,
11-Oct,962,,,,1870,527,302,935,1980,1200,236,1330,14,695,31,650,971,49,950,430,470,2100,144,113,175,2750,424,293,454,529,109,963,109,120,514,740,573,1715,1449,295,125,661,125,187,965,1126,566,971,220,185,813,231,203,397,747,1587,659,356,
12-Oct,1450,,,,1010,59,1150,519,74,756,126,56,40,1030,322,360,52,48,1150,627,522,1950,120,610,56,2750,483,262,454,464,115,917,87,120,657,753,514,1774,228,290,248,1350,125,125,323,254,245,829,223,129,896,231,211,332,912,1689,256,1046,
13-Oct,1850,,,,199,74,187,1400,98,694,55,617,36,1360,66,56,49,508,1150,1900,416,855,867,631,203,2730,187,56,352,406,115,952,56,179,752,751,514,1579,120,640,125,975,125,125,125,1861,282,1010,489,435,914,231,207,355,609,1640,222,956,
14-Oct,2080,,,,62,890,52,1320,88,613,1260,483,31,56,27,56,855,126,1250,1170,569,409,626,685,113,2750,186,293,416,425,115,1017,127,130,794,800,465,621,782,675,125,592,125,125,125,1732,1831,231,535,130,736,230,207,420,263,1553,216,1035,
15-Oct,898,,,,975,763,1120,998,56,58,236,2130,70,158,35,337,730,317,750,926,53,1800,1310,513,422,412,172,269,422,412,56,793,1727,173,776,665,454,684,1400,995,154,518,125,175,125,1800,2302,542,218,282,1050,232,210,497,992,1676,217,978,
16-Oct,622,,,,819,1610,568,636,55,729,208,620,108,67,854,56,433,273,260,1130,1060,2010,754,444,56,245,127,1539,393,471,115,1108,2024,226,1099,140,503,1459,1400,1013,154,371,1421,158,200,1736,1832,223,219,320,746,231,483,227,988,1640,1131,1000,
17-Oct,879,,,,602,1590,55,71,749,1290,49,2050,270,478,616,56,199,44,280,1930,925,1800,603,156,56,1883,187,322,387,388,175,1126,2017,254,120,149,1003,1394,1317,954,125,371,1098,198,738,1623,352,227,348,278,704,280,211,333,995,1679,872,865,
18-Oct,66,,,,1130,368,54,1730,181,791,46,586,50,805,610,630,257,37,2400,1720,968,752,212,163,341,1936,175,625,400,507,144,1171,2042,130,168,309,1054,1504,1287,406,125,477,125,129,197,225,1705,225,323,301,752,231,209,332,1000,1641,1703,476,
19-Oct,194,,,,434,136,795,1240,942,1450,45,49,49,342,648,300,22,37,2900,1430,888,585,106,697,276,2520,277,228,293,459,175,1269,2049,226,441,650,1060,1457,225,333,499,495,747,187,125,224,2140,619,274,412,587,228,207,376,971,1600,1738,800,
20-Oct,1470,,,,726,59,852,649,1220,1240,45,176,157,245,601,56,21,227,1900,1270,343,232,510,783,297,2760,293,185,459,464,56,1014,737,213,836,638,985,1447,208,1176,489,463,125,125,125,1438,1841,414,394,618,628,227,207,357,572,1601,1866,857,
21-Oct,1650,,,,195,504,715,974,957,865,45,528,46,376,1170,69,781,295,2600,1110,387,101,627,659,567,2810,282,1064,430,496,175,1180,127,531,807,514,1057,859,839,1016,489,394,125,125,577,1794,1655,411,535,295,589,229,207,236,229,1523,1614,856,
22-Oct,1470,,,,1110,54,1050,1100,54,126,746,186,706,334,47,56,812,213,1800,975,496,635,731,644,1131,2827,168,234,388,519,175,1207,1592,645,832,663,514,465,671,1053,969,477,125,125,389,1677,298,556,220,516,550,228,209,495,541,1632,1532,798,
23-Oct,1390,,,,1930,142,650,1150,50,1050,518,935,1108,174,1530,56,309,287,56,703,930,478,725,682,358,2254,185,234,472,412,175,1239,1129,619,1159,168,416,1454,926,1502,595,371,255,752,601,1689,468,225,470,292,639,869,469,234,858,1704,1472,809,
24-Oct,1270,,,,1540,1020,57,242,49,1220,612,1030,537,52,1460,650,493,538,56,824,993,710,906,168,56,2833,157,236,417,519,353,1174,1974,681,346,228,1035,1461,873,1251,125,393,125,477,841,223,223,408,479,292,574,1505,208,356,730,1671,1537,915,
25-Oct,1500,,,,688,1110,278,1880,390,1280,1650,47,52,413,1450,330,321,41,1700,917,929,738,362,47,56,2978,189,177,276,553,337,1173,1400,570,328,573,1067,1477,786,395,192,400,125,663,623,223,1799,653,229,360,535,1496,210,332,852,1664,1464,230,
26-Oct,916,,,,1950,142,1830,1530,1060,1220,610,46,49,422,1470,56,175,39,1700,380,508,642,41,609,247,2693,175,169,200,584,175,1168,1364,413,859,651,1026,1483,136,392,537,415,182,702,125,232,1620,225,918,365,220,589,213,393,1095,1701,1431,246,
